customer_id,age,time_spent,pages_viewed,basket_value,device_type,customer_type,category,num_sessions,purchase
1095,66,30.02,2,310.68,Desktop,New,Fashion,4,1
1096,29,4.12,1,28.08,Mobile,Returning,Electronics,6,0
1097,64,19.92,15,0.0,Tablet,New,Fashion,14,1
1098,18,35.47,10,0.33,Mobile,New,Fashion,5,0
1099,43,36.18,8,1.7,Mobile,Returning,Fashion,11,0
1100,31,42.01,1,50.17,Mobile,Returning,Fashion,14,1
1101,55,61.87,12,21.82,Desktop,New,Electronics,7,1
1102,54,20.79,2,93.65,Desktop,Returning,Home Goods,14,1
1103,28,39.31,27,66.7,Mobile,Returning,Fashion,13,1
1104,53,19.92,15,0.0,Unknown,New,Electronics,18,1
1105,30,6.2,10,14.2,Mobile,Returning,Fashion,2,0
1106,60,0.78,22,39.29,Mobile,Returning,Fashion,9,0
1107,20,10.04,17,16.42,Mobile,New,Electronics,11,0
1108,50,17.56,26,125.7,Mobile,Returning,Electronics,11,1
1109,23,28.8,3,43.04,Mobile,New,Home Goods,6,1
1110,67,56.91,7,7.85,Tablet,Returning,Electronics,1,1
1111,27,6.55,12,52.99,Desktop,Returning,Home Goods,5,0
1112,22,4.02,8,7.62,Desktop,New,Fashion,14,1
1113,40,99.3,20,11.04,Mobile,Returning,Fashion,16,0
1114,27,3.43,12,21.91,Mobile,Returning,Fashion,9,0
1115,61,19.53,3,157.02,Mobile,New,Home Goods,19,1
1116,19,26.43,17,206.81,Mobile,Returning,Fashion,8,1
1117,30,23.39,28,140.01,Mobile,New,Fashion,8,1
1118,57,19.92,15,0.0,Unknown,New,Electronics,16,0
1119,19,1.76,10,25.45,Tablet,Returning,Fashion,18,0
1120,37,3.34,22,63.73,Mobile,Returning,Fashion,8,1
1121,18,26.43,6,102.37,Mobile,Returning,Fashion,9,0
1122,54,23.58,25,401.33,Tablet,Returning,Fashion,5,1
1123,26,7.99,1,11.29,Mobile,Returning,Electronics,2,0
1124,34,30.46,22,4.04,Desktop,Returning,Electronics,14,1
1125,26,51.46,12,94.83,Tablet,Returning,Fashion,18,0
1126,28,1.27,5,142.81,Tablet,Returning,Fashion,13,1
1127,32,20.68,13,149.85,Mobile,New,Home Goods,12,1
1128,41,35.07,27,90.77,Mobile,Returning,Electronics,15,1
1129,55,19.92,15,0.0,Mobile,Returning,Electronics,15,0
1130,52,11.04,22,57.23,Tablet,Returning,Electronics,1,1
1131,47,28.53,11,196.1,Tablet,Returning,Fashion,7,1
1132,48,68.46,8,274.89,Desktop,New,Home Goods,13,0
1133,66,49.81,5,150.27,Desktop,Returning,Electronics,18,0
1134,22,26.25,2,29.66,Desktop,New,Fashion,1,0
1135,61,39.3,12,17.47,Desktop,Returning,Electronics,11,0
1136,67,13.62,28,63.55,Desktop,Returning,Fashion,13,0
1137,31,30.73,2,48.27,Desktop,Returning,Fashion,9,1
1138,28,18.83,26,168.14,Desktop,Returning,Home Goods,16,1
1139,26,6.32,16,8.43,Mobile,Returning,Home Goods,11,0
1140,51,36.29,21,23.84,Desktop,Returning,Fashion,3,0
1141,29,24.39,3,111.48,Mobile,Returning,Fashion,17,0
1142,52,13.32,10,7.98,Mobile,New,Home Goods,2,0
1143,52,72.69,19,30.94,Desktop,Returning,Fashion,9,1
1144,18,0.63,8,39.17,Desktop,Returning,Electronics,9,0
1145,57,19.92,15,0.0,Unknown,New,Electronics,16,0
1146,39,1.76,1,13.77,Mobile,Returning,Electronics,1,0
1147,46,43.64,12,157.64,Desktop,Returning,Electronics,17,1
1148,25,36.33,29,47.47,Mobile,New,Electronics,10,1
1149,28,12.07,28,199.13,Tablet,New,Home Goods,5,0
1150,58,33.78,5,50.47,Mobile,Returning,Fashion,8,0
1151,54,15.12,16,25.73,Desktop,New,Home Goods,13,0
1152,31,42.35,25,12.24,Desktop,New,Fashion,5,1
1153,47,18.16,4,0.3,Mobile,Returning,Fashion,4,0
1154,52,15.95,17,60.77,Tablet,Returning,Fashion,8,1
1155,38,81.88,24,9.07,Tablet,Returning,Electronics,7,1
1156,54,8.67,21,39.77,Mobile,New,Fashion,5,0
1157,22,3.85,2,71.19,Mobile,Returning,Home Goods,10,0
1158,36,26.35,12,25.8,Mobile,Returning,Electronics,17,0
1159,31,104.53,1,15.41,Mobile,New,Fashion,6,0
1160,43,14.24,12,119.23,Tablet,Returning,Electronics,10,0
1161,21,1.92,12,234.68,Tablet,Returning,Home Goods,16,1
1162,42,12.43,12,8.47,Mobile,Returning,Electronics,10,0
1163,62,21.15,19,13.53,Mobile,New,Fashion,4,0
1164,59,5.3,25,257.54,Desktop,Returning,Home Goods,2,0
1165,42,32.2,17,3.08,Mobile,New,Electronics,1,0
1166,35,182.9,20,304.01,Mobile,New,Fashion,3,1
1167,57,18.03,24,0.37,Mobile,Returning,Fashion,13,0
1168,25,13.14,24,165.51,Desktop,Returning,Electronics,12,1
1169,56,15.36,26,29.38,Desktop,Returning,Home Goods,1,0
1170,57,3.67,28,223.21,Desktop,Returning,Fashion,10,1
1171,31,64.44,11,0.0,Mobile,New,Fashion,6,1
1172,49,16.08,13,84.98,Desktop,Returning,Home Goods,9,1
1173,68,14.7,27,6.67,Desktop,New,Fashion,1,0
1174,55,32.34,8,22.2,Tablet,Returning,Home Goods,12,1
1175,50,17.5,10,118.86,Mobile,Returning,Fashion,5,1
1176,40,31.34,8,60.18,Tablet,Returning,Electronics,1,1
1177,32,1.9,20,210.45,Tablet,Returning,Fashion,2,0
1178,50,50.42,8,44.79,Mobile,Returning,Home Goods,14,1
1179,42,84.66,9,163.1,Mobile,Returning,Electronics,2,1
1180,34,31.39,7,47.68,Tablet,Returning,Home Goods,5,1
1181,50,92.74,14,310.01,Desktop,Returning,Electronics,10,1
1182,64,4.93,28,257.18,Tablet,Returning,Fashion,6,1
1183,19,19.47,2,31.94,Desktop,Returning,Fashion,5,0
1184,31,27.62,25,173.67,Desktop,Returning,Electronics,2,1
1185,57,26.15,11,150.51,Mobile,New,Electronics,9,1
1186,57,15.4,8,18.93,Mobile,New,Home Goods,10,0
1187,68,12.38,13,78.32,Tablet,Returning,Fashion,8,1
1188,56,4.07,21,6.04,Mobile,Returning,Electronics,6,0
1189,68,14.91,15,144.98,Mobile,Returning,Home Goods,5,1
1190,23,5.33,28,15.35,Desktop,Returning,Fashion,18,0
1191,23,39.77,3,5.88,Desktop,New,Home Goods,18,0
1192,20,7.03,23,40.9,Mobile,Returning,Electronics,2,1
1193,24,1.81,14,68.82,Mobile,Returning,Electronics,12,1
1194,68,24.11,15,154.44,Mobile,Returning,Fashion,8,1
1195,25,27.13,2,292.72,Mobile,Returning,Fashion,4,0
1196,59,61.65,29,46.31,Desktop,New,Fashion,4,0
1197,69,25.81,19,4.99,Mobile,New,Home Goods,9,0
1198,32,12.72,12,110.62,Tablet,Returning,Home Goods,9,1
1199,64,48.74,25,66.62,Desktop,Returning,Fashion,12,1
1200,46,23.31,20,47.52,Desktop,Returning,Home Goods,14,1
1201,50,2.48,4,29.6,Mobile,Returning,Electronics,3,0
1202,69,25.03,3,55.84,Desktop,New,Home Goods,6,0
1203,47,71.59,5,33.08,Mobile,Returning,Fashion,15,0
1204,56,15.14,3,113.18,Mobile,Returning,Fashion,19,0
1205,44,10.54,25,62.8,Desktop,Returning,Electronics,4,1
1206,53,4.65,15,167.55,Mobile,Returning,Fashion,1,1
1207,46,4.93,19,62.74,Desktop,Returning,Electronics,9,1
1208,55,17.01,2,21.77,Mobile,Returning,Electronics,16,0
1209,50,27.17,12,152.35,Mobile,New,Fashion,9,1
1210,54,2.52,5,65.17,Tablet,New,Fashion,12,1
1211,44,84.19,22,0.0,Desktop,Returning,Home Goods,14,1
1212,50,42.21,17,78.15,Desktop,Returning,Fashion,15,1
1213,21,26.5,14,35.42,Desktop,Returning,Fashion,16,0
1214,39,52.88,28,148.84,Mobile,Returning,Electronics,8,1
1215,19,2.51,27,48.31,Desktop,Returning,Electronics,10,0
1216,27,19.44,22,103.7,Mobile,Returning,Electronics,14,1
1217,22,29.84,10,8.03,Desktop,New,Home Goods,17,0
1218,27,52.92,3,40.34,Desktop,New,Fashion,3,1
1219,50,45.9,4,327.11,Tablet,New,Fashion,4,0
1220,55,9.73,6,132.21,Desktop,Returning,Home Goods,16,1
1221,30,84.85,24,13.94,Mobile,New,Home Goods,14,0
1222,48,3.98,25,26.03,Desktop,Returning,Electronics,14,0
1223,64,62.42,22,32.02,Mobile,New,Fashion,16,1
1224,53,106.15,16,84.07,Mobile,Returning,Fashion,8,1
1225,62,5.85,7,113.17,Mobile,Returning,Fashion,18,1
1226,41,38.41,15,110.75,Desktop,Returning,Electronics,7,1
1227,69,1.23,21,57.05,Mobile,New,Fashion,3,1
1228,32,15.6,28,133.2,Mobile,New,Fashion,6,0
1229,46,21.79,25,45.97,Tablet,Returning,Electronics,16,1
1230,25,26.07,20,10.58,Desktop,Returning,Electronics,4,0
1231,22,82.44,26,66.49,Mobile,Returning,Electronics,19,1
1232,46,33.47,11,0.0,Mobile,Returning,Electronics,2,1
1233,64,19.69,22,126.0,Desktop,New,Electronics,4,0
1234,21,49.77,21,69.15,Tablet,New,Fashion,2,1
1235,29,90.19,1,83.26,Mobile,Returning,Electronics,7,1
1236,62,0.67,5,213.39,Desktop,Returning,Fashion,15,0
1237,19,121.4,13,44.74,Desktop,New,Fashion,17,1
1238,44,2.7,21,32.2,Desktop,Returning,Electronics,14,0
1239,48,50.52,14,302.63,Tablet,Returning,Electronics,11,1
1240,68,9.87,9,159.28,Desktop,Returning,Electronics,17,1
1241,68,4.25,17,31.21,Tablet,New,Electronics,5,1
1242,53,17.39,15,49.86,Mobile,New,Home Goods,14,0
1243,53,30.98,21,42.9,Desktop,Returning,Electronics,17,1
1244,43,14.39,7,12.92,Desktop,New,Electronics,2,0
1245,60,1.68,27,253.26,Mobile,New,Electronics,7,1
1246,44,27.45,22,41.44,Desktop,Returning,Fashion,4,1
1247,22,69.81,22,166.57,Mobile,New,Fashion,8,1
1248,37,14.5,12,16.79,Mobile,Returning,Electronics,1,1
1249,28,7.31,23,63.5,Mobile,Returning,Fashion,10,0
1250,27,17.53,6,1.94,Desktop,Returning,Electronics,1,0
1251,57,1.49,21,115.59,Tablet,New,Electronics,1,1
1252,55,51.53,16,69.57,Mobile,Returning,Home Goods,4,1
1253,23,52.52,26,78.59,Desktop,Returning,Home Goods,17,0
1254,25,26.6,5,4.25,Mobile,Returning,Fashion,5,0
1255,40,13.07,9,18.96,Tablet,New,Electronics,14,0
1256,64,19.92,14,0.0,Desktop,New,Fashion,6,1
1257,43,24.27,8,27.28,Desktop,Returning,Fashion,7,1
1258,63,52.45,14,78.99,Desktop,Returning,Home Goods,8,1
1259,60,29.95,12,66.81,Mobile,Returning,Fashion,18,1
1260,29,46.03,10,75.77,Desktop,Returning,Fashion,4,1
1261,43,27.38,20,63.75,Tablet,Returning,Home Goods,3,1
1262,30,16.04,20,0.0,Mobile,Returning,Home Goods,4,1
1263,57,95.06,26,22.43,Desktop,Returning,Home Goods,16,1
1264,35,23.37,21,11.79,Tablet,Returning,Home Goods,13,1
1265,42,27.87,13,151.28,Mobile,New,Electronics,11,1
1266,50,7.47,29,76.67,Tablet,Returning,Fashion,11,1
1267,64,29.48,19,16.51,Tablet,Returning,Electronics,5,1
1268,57,25.43,15,15.6,Desktop,Returning,Electronics,1,0
1269,60,6.13,8,165.11,Mobile,Returning,Fashion,14,1
1270,29,1.84,23,108.61,Mobile,Returning,Home Goods,19,0
1271,61,27.82,21,86.16,Mobile,New,Electronics,5,0
1272,53,43.28,10,41.79,Desktop,New,Fashion,6,1
1273,65,22.23,3,24.3,Desktop,Returning,Fashion,19,1
1274,21,7.72,21,310.79,Desktop,New,Fashion,12,0
1275,22,32.95,3,127.66,Mobile,Returning,Home Goods,14,1
1276,54,2.5,26,28.74,Mobile,New,Electronics,17,1
1277,25,17.49,5,150.48,Desktop,New,Electronics,7,1
1278,59,5.35,16,113.81,Desktop,New,Electronics,1,0
1279,66,6.12,17,28.2,Tablet,Returning,Electronics,17,0
1280,45,6.78,6,44.49,Desktop,Returning,Home Goods,6,0
1281,48,14.67,26,16.46,Desktop,New,Electronics,4,0
1282,26,1.58,20,9.42,Desktop,New,Home Goods,14,0
1283,68,15.21,20,102.63,Desktop,Returning,Home Goods,8,1
1284,46,21.51,16,24.9,Mobile,Returning,Home Goods,18,1
1285,31,19.81,24,137.21,Tablet,Returning,Electronics,13,1
1286,57,14.48,2,434.25,Desktop,Returning,Home Goods,8,0
1287,58,54.82,20,6.38,Mobile,Returning,Electronics,16,1
1288,39,4.71,15,51.25,Mobile,Returning,Home Goods,5,0
1289,28,21.14,18,129.58,Mobile,New,Home Goods,3,1
1290,40,1.92,1,124.45,Desktop,Returning,Home Goods,13,0
1291,18,2.21,26,114.17,Mobile,Returning,Home Goods,15,0
1292,63,25.59,29,34.34,Mobile,Returning,Electronics,4,1
1293,54,25.04,29,48.39,Desktop,New,Fashion,3,1
1294,38,63.12,19,72.3,Mobile,Returning,Fashion,2,1
1295,43,24.48,12,291.79,Desktop,Returning,Home Goods,4,0
1296,63,19.92,15,0.0,Unknown,New,Fashion,6,0
1297,53,1.5,6,205.27,Desktop,New,Electronics,4,1
1298,40,3.09,12,25.11,Mobile,New,Electronics,17,0
1299,18,1.35,7,361.33,Mobile,Returning,Electronics,7,0
1300,68,6.15,18,88.76,Mobile,Returning,Home Goods,18,1
1301,57,23.38,22,49.82,Desktop,New,Electronics,10,1
1302,32,31.12,14,76.03,Desktop,Returning,Home Goods,17,1
1303,38,1.4,8,25.45,Mobile,New,Electronics,4,0
1304,64,87.55,24,25.64,Desktop,Returning,Home Goods,19,1
1305,26,55.39,20,9.64,Mobile,New,Fashion,7,1
1306,26,10.56,22,9.69,Tablet,New,Fashion,13,0
1307,27,2.41,14,34.18,Tablet,New,Home Goods,3,1
1308,69,5.59,5,115.13,Desktop,New,Electronics,8,1
1309,43,4.07,9,74.91,Desktop,New,Electronics,11,0
1310,58,3.95,8,8.66,Desktop,Returning,Electronics,16,0
1311,52,21.93,2,152.97,Desktop,Returning,Fashion,19,1
1312,69,8.46,28,73.58,Desktop,Returning,Electronics,9,0
1313,42,13.3,16,259.24,Tablet,New,Fashion,10,0
1314,43,136.71,13,88.74,Desktop,New,Electronics,6,1
1315,28,34.59,7,15.41,Desktop,Returning,Electronics,3,0
1316,55,89.27,16,51.36,Desktop,Returning,Electronics,8,1
1317,19,4.61,7,83.64,Desktop,New,Electronics,6,0
1318,24,14.44,27,2.29,Desktop,New,Home Goods,8,0
1319,35,24.27,14,1.2,Mobile,Returning,Electronics,14,0
1320,44,2.4,14,11.09,Mobile,Returning,Home Goods,8,0
1321,51,0.13,12,23.19,Mobile,Returning,Electronics,11,0
1322,44,19.92,1,0.0,Desktop,Returning,Electronics,10,1
1323,34,30.8,1,53.47,Mobile,Returning,Fashion,10,0
1324,60,15.87,12,11.88,Tablet,Returning,Fashion,11,1
1325,61,20.18,20,89.52,Desktop,New,Electronics,1,1
1326,68,16.11,21,72.53,Desktop,Returning,Fashion,15,0
1327,41,0.73,15,27.9,Mobile,New,Home Goods,5,0
1328,42,12.26,4,1.1,Desktop,Returning,Electronics,14,1
1329,24,5.85,7,6.47,Desktop,Returning,Home Goods,8,0
1330,69,3.11,16,39.77,Desktop,Returning,Home Goods,17,1
1331,23,94.2,3,13.38,Mobile,Returning,Fashion,4,1
1332,41,27.44,7,37.83,Desktop,New,Fashion,4,0
1333,50,39.13,29,79.15,Desktop,New,Electronics,18,1
1334,66,11.37,24,63.39,Desktop,Returning,Fashion,19,0
1335,46,14.98,22,21.03,Tablet,Returning,Fashion,3,1
1336,60,19.92,15,0.0,Unknown,New,Home Goods,9,0
1337,39,3.06,16,76.16,Tablet,Returning,Home Goods,7,0
1338,43,5.92,24,157.78,Desktop,New,Home Goods,2,0
1339,45,19.92,15,0.0,Unknown,New,Electronics,9,1
1340,67,33.95,23,64.49,Desktop,New,Electronics,6,1
1341,38,23.75,22,35.99,Mobile,Returning,Electronics,6,1
1342,66,19.34,6,36.34,Mobile,New,Electronics,16,0
1343,24,76.7,10,169.23,Mobile,Returning,Electronics,2,0
1344,34,2.27,16,3.2,Mobile,New,Fashion,16,0
1345,37,9.88,11,353.71,Mobile,New,Home Goods,3,0
1346,58,12.92,13,87.34,Mobile,Returning,Home Goods,16,1
1347,66,45.76,29,91.44,Desktop,Returning,Electronics,12,1
1348,37,146.84,6,3.1,Mobile,New,Home Goods,3,1
1349,39,8.26,24,74.42,Mobile,New,Fashion,11,1
1350,45,62.22,1,53.05,Desktop,Returning,Fashion,11,0
1351,57,53.27,21,8.94,Desktop,New,Home Goods,16,0
1352,66,7.63,19,26.05,Tablet,Returning,Home Goods,5,0
1353,24,15.29,12,176.81,Desktop,Returning,Electronics,8,0
1354,18,15.81,24,63.88,Mobile,New,Fashion,11,1
1355,49,114.8,27,42.68,Mobile,Returning,Home Goods,11,1
1356,30,5.99,6,6.04,Mobile,Returning,Fashion,18,0
1357,47,48.16,18,100.18,Mobile,New,Electronics,19,1
1358,40,12.2,13,97.08,Mobile,Returning,Fashion,10,1
1359,68,39.38,7,76.16,Tablet,Returning,Home Goods,4,1
1360,36,16.34,23,57.11,Mobile,Returning,Electronics,10,0
1361,49,25.91,13,45.5,Mobile,Returning,Home Goods,14,1
1362,47,53.62,21,71.97,Mobile,New,Fashion,6,1
1363,46,48.91,8,21.26,Desktop,New,Fashion,5,0
1364,66,60.39,21,226.77,Mobile,New,Home Goods,15,1
1365,62,1.84,17,71.09,Mobile,New,Fashion,5,0
1366,46,35.33,9,29.82,Mobile,New,Electronics,6,1
1367,47,4.52,20,47.78,Mobile,Returning,Fashion,19,0
1368,33,16.13,13,131.06,Mobile,New,Home Goods,17,1
1369,57,23.86,2,14.1,Desktop,New,Fashion,14,0
1370,36,15.46,4,27.72,Mobile,Returning,Electronics,11,0
1371,35,19.92,15,0.0,Unknown,New,Electronics,14,1
1372,18,169.88,25,30.32,Desktop,New,Electronics,5,0
1373,31,4.36,2,125.81,Desktop,New,Fashion,13,1
1374,68,33.76,4,11.18,Mobile,New,Electronics,12,1
1375,64,15.13,18,115.07,Mobile,Returning,Electronics,19,1
1376,67,19.92,15,0.0,Unknown,New,Fashion,10,0
1377,19,5.19,19,1.01,Desktop,New,Electronics,13,1
1378,45,89.44,10,182.8,Desktop,New,Home Goods,15,1
1379,66,63.51,18,69.66,Mobile,New,Fashion,13,1
1380,67,71.27,25,34.69,Desktop,Returning,Electronics,4,0
1381,47,143.15,21,21.18,Desktop,Returning,Electronics,9,1
1382,55,7.01,10,76.75,Desktop,Returning,Fashion,19,1
1383,68,13.18,5,56.91,Mobile,New,Fashion,7,1
1384,21,33.19,17,382.34,Desktop,New,Electronics,15,1
1385,18,19.84,22,326.99,Mobile,Returning,Home Goods,17,0
1386,25,16.26,13,80.63,Desktop,Returning,Fashion,14,1
1387,46,13.29,23,46.8,Mobile,Returning,Home Goods,14,0
1388,56,27.03,17,54.05,Mobile,New,Electronics,9,1
1389,20,25.71,9,91.78,Tablet,Returning,Fashion,16,1
1390,49,5.28,24,8.57,Desktop,Returning,Electronics,2,0
1391,27,19.14,12,31.84,Mobile,Returning,Home Goods,14,0
1392,27,24.19,14,6.26,Mobile,New,Fashion,4,1
1393,36,25.34,14,6.1,Desktop,Returning,Electronics,3,1
1394,63,7.08,8,17.44,Tablet,New,Electronics,3,0
1395,51,40.68,23,53.13,Desktop,Returning,Fashion,11,1
1396,50,0.77,5,122.89,Tablet,New,Fashion,5,0
1397,40,13.15,19,53.16,Mobile,Returning,Fashion,16,1
1398,45,45.45,28,32.69,Desktop,Returning,Fashion,19,1
1399,49,24.9,14,6.88,Desktop,New,Fashion,9,1
1400,67,9.08,9,63.93,Desktop,Returning,Home Goods,11,0
1401,24,35.62,7,25.32,Mobile,New,Home Goods,12,1
1402,46,25.14,27,76.35,Desktop,Returning,Fashion,8,1
1403,25,47.72,26,302.44,Desktop,New,Electronics,14,1
1404,18,39.84,26,9.44,Desktop,New,Fashion,17,1
1405,20,28.26,8,19.07,Desktop,Returning,Fashion,15,0
1406,41,20.09,14,51.26,Desktop,New,Fashion,15,1
1407,40,19.92,15,0.0,Unknown,New,Fashion,12,1
1408,25,9.09,28,118.21,Mobile,Returning,Home Goods,9,1
1409,64,16.3,14,182.8,Mobile,Returning,Fashion,12,0
1410,54,27.44,11,32.48,Desktop,Returning,Electronics,19,0
1411,20,21.63,14,386.65,Tablet,New,Fashion,12,1
1412,68,10.2,21,8.68,Mobile,Returning,Fashion,11,0
1413,50,0.19,8,4.35,Desktop,New,Home Goods,6,0
1414,45,19.92,15,0.0,Unknown,New,Fashion,8,1
1415,64,10.09,28,209.67,Mobile,Returning,Home Goods,11,1
1416,25,39.8,29,7.6,Desktop,Returning,Fashion,3,0
1417,51,0.73,29,9.63,Desktop,New,Electronics,16,0
1418,52,19.92,23,0.0,Mobile,Returning,Home Goods,6,0
1419,49,85.15,18,8.83,Desktop,Returning,Fashion,9,1
1420,41,19.92,15,0.0,Desktop,Returning,Electronics,9,0
1421,31,19.14,13,280.73,Tablet,New,Home Goods,6,0
1422,49,2.88,12,88.18,Mobile,Returning,Fashion,5,1
1423,63,29.48,15,120.61,Desktop,New,Electronics,1,0
1424,60,23.99,18,119.74,Mobile,Returning,Fashion,3,1
1425,33,15.7,5,0.0,Mobile,Returning,Fashion,3,1
1426,21,22.11,7,127.76,Desktop,New,Fashion,12,1
1427,69,68.07,11,72.47,Desktop,New,Home Goods,4,1
1428,54,6.56,26,30.21,Mobile,Returning,Fashion,16,0
1429,38,0.68,27,65.88,Tablet,New,Fashion,11,0
1430,31,59.34,11,61.0,Desktop,New,Electronics,8,1
1431,48,25.82,27,138.73,Desktop,Returning,Fashion,9,1
1432,65,66.4,15,320.19,Desktop,Returning,Electronics,14,1
1433,35,27.26,10,42.35,Mobile,Returning,Fashion,15,0
1434,24,49.85,15,115.31,Desktop,New,Electronics,19,1
1435,27,16.85,13,8.41,Mobile,New,Electronics,9,0
1436,24,41.57,14,119.99,Tablet,Returning,Fashion,17,1
1437,50,73.27,17,37.14,Mobile,Returning,Fashion,9,1
1438,40,25.47,13,3.21,Mobile,Returning,Electronics,3,1
1439,38,5.98,10,36.11,Desktop,Returning,Home Goods,16,0
1440,36,9.39,25,75.46,Mobile,Returning,Fashion,13,1
1441,65,6.64,1,10.16,Mobile,New,Fashion,17,0
1442,36,8.51,1,206.2,Mobile,Returning,Fashion,4,0
1443,53,10.98,15,6.47,Tablet,Returning,Electronics,9,0
1444,46,24.3,16,212.75,Desktop,Returning,Home Goods,9,1
1445,35,26.6,12,98.24,Mobile,Returning,Fashion,18,1
1446,19,16.68,26,32.0,Mobile,Returning,Fashion,14,1
1447,18,28.67,24,39.64,Mobile,Returning,Fashion,3,1
1448,64,2.55,6,108.02,Desktop,New,Fashion,4,0
1449,22,2.76,6,73.6,Desktop,Returning,Electronics,1,1
1450,37,5.66,12,89.09,Mobile,Returning,Home Goods,18,0
1451,28,21.9,25,39.43,Mobile,Returning,Fashion,4,1
1452,59,7.22,15,53.53,Mobile,Returning,Home Goods,10,0
1453,19,9.99,4,367.36,Mobile,Returning,Fashion,4,0
1454,20,15.34,24,19.26,Mobile,Returning,Home Goods,17,0
1455,40,50.12,4,43.28,Desktop,Returning,Electronics,8,0
1456,29,0.42,2,27.6,Mobile,Returning,Fashion,19,0
1457,37,31.44,27,115.89,Desktop,Returning,Home Goods,9,0
1458,22,33.16,24,115.52,Desktop,Returning,Fashion,16,1
1459,54,48.08,12,27.68,Mobile,Returning,Electronics,15,0
1460,55,80.98,7,6.79,Desktop,Returning,Home Goods,16,0
1461,47,0.61,20,0.92,Desktop,New,Fashion,12,0
1462,26,5.01,9,44.61,Mobile,New,Electronics,18,0
1463,51,65.19,9,42.26,Desktop,Returning,Home Goods,7,1
1464,61,18.4,8,356.47,Mobile,Returning,Home Goods,16,0
1465,52,24.94,14,50.76,Tablet,New,Electronics,19,1
1466,69,32.63,1,23.7,Desktop,New,Fashion,6,0
1467,39,34.1,23,177.48,Desktop,New,Electronics,6,1
1468,61,80.53,21,54.04,Tablet,Returning,Electronics,6,1
1469,41,173.77,23,73.14,Desktop,Returning,Electronics,15,1
1470,34,38.21,12,8.04,Desktop,New,Home Goods,2,1
1471,27,10.16,25,38.62,Desktop,Returning,Fashion,9,0
1472,47,63.55,2,230.91,Mobile,New,Fashion,8,0
1473,63,1.51,13,71.23,Desktop,Returning,Electronics,7,1
1474,40,7.88,27,33.79,Mobile,Returning,Home Goods,16,0
1475,49,68.3,4,78.61,Mobile,Returning,Electronics,15,1
1476,34,8.88,20,193.0,Desktop,New,Home Goods,9,1
1477,67,7.48,18,25.62,Mobile,New,Home Goods,15,0
1478,68,4.46,19,56.27,Mobile,Returning,Home Goods,2,0
1479,34,58.79,16,254.93,Desktop,New,Home Goods,14,0
1480,31,20.8,27,15.14,Mobile,Returning,Home Goods,11,0
1481,26,33.71,14,101.74,Mobile,Returning,Home Goods,3,0
1482,57,8.2,29,76.25,Desktop,Returning,Electronics,2,1
1483,19,42.57,8,91.07,Desktop,Returning,Fashion,18,1
1484,62,42.81,12,0.0,Desktop,New,Fashion,14,0
1485,42,11.25,9,30.14,Desktop,Returning,Fashion,5,0
1486,56,15.86,6,0.0,Desktop,Returning,Fashion,12,1
1487,26,7.06,26,19.42,Desktop,New,Fashion,14,0
1488,39,112.6,18,43.53,Mobile,Returning,Home Goods,6,1
1489,60,31.12,2,16.68,Desktop,Returning,Electronics,8,0
1490,63,81.79,23,0.67,Tablet,Returning,Fashion,7,1
1491,21,10.85,8,280.68,Mobile,New,Home Goods,7,0
1492,43,45.68,24,0.0,Mobile,Returning,Electronics,12,0
1493,46,43.55,14,278.81,Mobile,Returning,Fashion,7,0
1494,62,35.3,6,12.1,Desktop,New,Home Goods,12,1
1495,51,101.12,10,70.82,Mobile,Returning,Fashion,16,0
1496,40,15.0,8,17.95,Desktop,Returning,Electronics,7,0
1497,54,4.2,17,124.88,Desktop,Returning,Fashion,8,1
1498,28,33.42,25,122.49,Desktop,Returning,Electronics,1,1
1499,23,39.2,29,9.56,Mobile,Returning,Home Goods,13,0
1500,35,25.67,12,194.49,Desktop,New,Fashion,19,1
1501,38,6.95,17,17.32,Mobile,Returning,Home Goods,1,1
1502,59,19.92,15,0.0,Unknown,New,Fashion,18,1
1503,53,11.23,19,339.43,Desktop,New,Electronics,7,1
1504,58,16.73,12,171.23,Mobile,Returning,Home Goods,17,1
1505,55,31.09,16,250.92,Tablet,Returning,Home Goods,15,1
1506,51,41.02,25,33.56,Mobile,Returning,Fashion,19,1
1507,34,7.93,27,8.93,Tablet,Returning,Fashion,4,1
1508,54,15.59,5,16.69,Mobile,Returning,Electronics,17,1
1509,42,9.41,25,55.53,Mobile,New,Fashion,7,0
1510,55,6.64,16,126.09,Mobile,Returning,Electronics,16,1
1511,29,45.89,25,13.02,Mobile,Returning,Home Goods,17,1
1512,40,71.99,6,86.24,Desktop,New,Electronics,15,0
1513,59,13.87,11,31.28,Desktop,New,Fashion,9,0
1514,39,41.74,17,33.39,Desktop,Returning,Electronics,13,0
1515,38,68.19,26,86.76,Mobile,Returning,Home Goods,7,1
1516,44,56.15,23,50.34,Mobile,New,Electronics,19,1
1517,48,6.06,14,133.72,Desktop,New,Electronics,11,0
1518,23,93.91,6,13.56,Mobile,New,Fashion,8,1
1519,44,14.18,25,124.83,Desktop,Returning,Fashion,17,1
1520,57,12.43,23,5.31,Desktop,New,Fashion,4,0
1521,51,1.93,28,17.26,Mobile,Returning,Electronics,4,0
1522,29,19.98,11,85.4,Desktop,New,Fashion,18,0
1523,62,3.46,12,154.44,Desktop,Returning,Electronics,17,1
